,stock_ticker,price,sma_50,sma_150,sma_200,sma_200_20_days_before,low_of_52_weeks,high_of_52_weeks,rs_rating,is_pass_condition_1,is_pass_condition_2,is_pass_condition_3,is_pass_condition_4,is_pass_condition_5,is_pass_condition_6,is_pass_condition_7,is_pass_condition_8,is_pass_all_conditions
3826,MUSA,418.2,412.31,378.9,362.69,351.22,273.12,426.97,92.86,True,True,True,True,True,True,True,True,True
3843,MYE,21.73,21.06,19.09,19.05,18.82,16.33,23.22,84.13,True,True,True,True,True,True,True,True,True
3865,NAMS,21.64,21.44,14.97,13.97,13.16,5.98,24.23,84.92,True,True,True,True,True,True,True,True,True
3874,NATR,19.67,18.88,17.81,17.14,16.52,10.34,20.87,79.37,True,True,True,True,True,True,True,True,True
3883,NBIX,141.0,136.24,126.18,120.78,116.88,89.53,143.74,87.3,True,True,True,True,True,True,True,True,True
3884,NBN,53.43,53.02,51.35,49.85,48.74,35.4,58.48,92.06,True,True,True,True,True,True,True,True,True
3897,NCMI,4.74,4.56,4.26,4.17,4.01,2.4,5.63,73.81,True,True,True,True,True,True,True,True,True
3907,NDAQ,61.46,59.51,55.58,54.45,53.41,47.25,63.56,103.17,True,True,True,True,True,True,True,True,True
3936,NEXA,7.33,7.1,6.53,6.23,6.02,4.25,7.51,80.16,True,True,True,True,True,True,True,True,True
3948,NGD,1.75,1.54,1.34,1.28,1.21,0.89,1.86,73.81,True,True,True,True,True,True,True,True,True
3950,NGL,5.86,5.85,5.03,4.76,4.57,2.67,6.05,87.3,True,True,True,True,True,True,True,True,True
3951,NGMS,29.46,28.79,27.82,27.63,27.39,12.68,29.46,95.24,True,True,True,True,True,True,True,True,True
3953,NGS,24.11,19.21,16.05,14.67,13.44,9.59,24.11,100.79,True,True,True,True,True,True,True,True,True
3957,NHI,62.9,58.99,55.07,54.43,53.71,48.19,62.9,93.65,True,True,True,True,True,True,True,True,True
3959,NHTC,6.66,6.47,5.93,5.81,5.67,4.96,7.09,104.76,True,True,True,True,True,True,True,True,True
3968,NISN,7.11,4.94,3.84,3.68,3.51,2.18,7.11,85.71,True,True,True,True,True,True,True,True,True
3980,NL,7.83,6.65,5.6,5.54,5.32,4.59,8.4,81.75,True,True,True,True,True,True,True,True,True
3992,NMIH,30.6,30.23,29.13,28.85,28.36,22.36,32.34,88.1,True,True,True,True,True,True,True,True,True
3994,NMM,42.93,39.18,29.92,28.16,26.15,19.3,45.36,94.44,True,True,True,True,True,True,True,True,True
4002,NN,8.55,5.69,4.9,4.64,4.21,1.99,8.55,88.1,True,True,True,True,True,True,True,True,True
4036,NR,7.31,6.99,6.83,6.52,6.27,3.46,7.69,95.24,True,True,True,True,True,True,True,True,True
4042,NRG,72.17,63.62,52.3,48.65,45.23,31.04,74.59,121.43,True,True,True,True,True,True,True,True,True
4045,NRIX,14.14,13.29,9.46,9.38,8.95,4.25,17.48,75.4,True,True,True,True,True,True,True,True,True
4061,NSSC,42.42,41.4,32.98,32.59,32.23,18.37,46.11,82.54,True,True,True,True,True,True,True,True,True
4063,NSYS,17.07,13.23,10.56,10.37,9.83,7.5,17.51,92.86,True,True,True,True,True,True,True,True,True
4074,NTNX,62.11,61.88,49.62,44.98,41.74,23.42,65.98,104.76,True,True,True,True,True,True,True,True,True
4076,NTRA,92.42,86.44,64.84,61.65,57.63,37.55,97.48,95.24,True,True,True,True,True,True,True,True,True
4080,NTRS,84.15,83.24,78.2,77.83,76.72,63.06,88.92,87.3,True,True,True,True,True,True,True,True,True
4112,NVO,127.03,126.4,109.65,104.26,99.89,76.12,135.92,82.54,True,True,True,True,True,True,True,True,True
4114,NVR,7806.15,7714.34,6855.81,6704.86,6540.01,5377.29,8099.96,100.79,True,True,True,True,True,True,True,True,True
4119,NVT,72.77,70.58,60.04,58.59,56.19,40.48,78.13,102.38,True,True,True,True,True,True,True,True,True
4138,NXE,7.8,7.63,6.91,6.45,6.13,3.59,8.81,88.89,True,True,True,True,True,True,True,True,True
4170,OBE,8.2,7.67,7.51,7.36,7.11,5.43,8.78,92.86,True,True,True,True,True,True,True,True,True
4175,OC,166.19,158.17,144.69,143.11,139.2,98.55,172.66,93.65,True,True,True,True,True,True,True,True,True
4201,OFG,36.13,35.74,34.27,33.47,32.63,23.0,38.51,76.98,True,True,True,True,True,True,True,True,True
4216,OKE,79.78,76.9,70.74,69.43,67.63,56.58,80.17,97.62,True,True,True,True,True,True,True,True,True
4234,OMF,49.53,48.23,44.45,44.13,43.58,34.3,51.09,96.83,True,True,True,True,True,True,True,True,True
4237,OMI,25.32,24.92,20.52,19.9,19.24,13.55,27.95,85.71,True,True,True,True,True,True,True,True,True
4281,OR,15.61,15.5,14.08,14.02,13.93,11.46,17.58,78.57,True,True,True,True,True,True,True,True,True
4295,ORRF,26.2,26.14,25.11,24.33,23.74,15.66,29.66,70.63,True,True,True,True,True,True,True,True,True
4297,OSCR,17.11,15.26,10.52,9.68,9.07,4.85,18.25,81.75,True,True,True,True,True,True,True,True,True
4299,OSIS,140.31,135.48,126.07,125.01,123.19,102.1,142.82,88.1,True,True,True,True,True,True,True,True,True
4300,OSK,121.62,116.74,105.57,103.65,99.97,72.9,127.15,93.65,True,True,True,True,True,True,True,True,True
4313,OUT,15.51,15.28,13.04,13.01,12.96,8.36,16.81,77.78,True,True,True,True,True,True,True,True,True
4317,OVV,52.26,50.17,46.56,46.32,44.78,32.08,55.56,95.24,True,True,True,True,True,True,True,True,True
4318,OWL,18.6,18.18,15.35,14.47,13.77,9.85,19.6,96.03,True,True,True,True,True,True,True,True,True
4334,OZK,45.52,43.47,42.7,42.33,41.89,31.33,51.61,80.16,True,True,True,True,True,True,True,True,True
4336,PAA,17.96,17.09,15.94,15.7,15.29,12.27,18.88,107.94,True,True,True,True,True,True,True,True,True
4343,PAGP,18.73,17.82,16.6,16.37,15.95,12.81,19.65,115.08,True,True,True,True,True,True,True,True,True
4355,PARAA,23.05,21.7,19.08,18.85,18.5,13.45,26.82,72.22,True,True,True,True,True,True,True,True,True
4367,PAYS,4.38,3.54,2.74,2.57,2.4,1.69,4.53,86.51,True,True,True,True,True,True,True,True,True
4372,PBF,56.45,54.0,48.87,48.42,46.71,31.43,62.04,81.75,True,True,True,True,True,True,True,True,True
4376,PBI,4.22,4.09,3.96,3.84,3.78,2.85,4.44,76.19,True,True,True,True,True,True,True,True,True
4379,PBR,16.81,15.99,15.75,15.34,15.17,10.12,17.7,79.37,True,True,True,True,True,True,True,True,True
4410,PDX,21.34,20.59,19.85,19.07,18.52,14.01,21.65,103.97,True,True,True,True,True,True,True,True,True
4414,PEBK,28.0,27.06,26.3,24.9,24.08,17.22,30.94,77.78,True,True,True,True,True,True,True,True,True
4436,PFBC,77.77,73.33,68.89,67.43,65.61,44.16,77.77,79.37,True,True,True,True,True,True,True,True,True
4451,PFSI,91.9,87.82,81.13,79.13,77.22,56.59,93.24,82.54,True,True,True,True,True,True,True,True,True
4453,PFX,45.29,44.51,41.23,40.3,39.66,32.0,45.49,82.54,True,True,True,True,True,True,True,True,True
4459,PGR,213.63,200.53,173.4,162.47,155.1,114.78,214.69,114.29,True,True,True,True,True,True,True,True,True
4466,PH,547.92,540.58,467.16,451.79,435.1,311.65,566.67,89.68,True,True,True,True,True,True,True,True,True
4476,PHM,112.64,110.45,96.42,92.55,89.06,64.63,120.62,99.21,True,True,True,True,True,True,True,True,True
4483,PI,126.03,116.6,90.01,84.64,81.84,49.23,136.0,92.06,True,True,True,True,True,True,True,True,True
4491,PIPR,192.95,191.27,168.87,163.03,157.25,123.52,200.96,95.24,True,True,True,True,True,True,True,True,True
4515,PLMR,80.65,77.01,63.39,61.31,59.29,47.03,84.25,83.33,True,True,True,True,True,True,True,True,True
4526,PLUS,79.55,78.3,72.21,69.65,67.62,42.0,82.87,100.79,True,True,True,True,True,True,True,True,True
4547,PNC,157.16,151.94,140.54,137.01,134.24,109.71,161.6,96.03,True,True,True,True,True,True,True,True,True
4549,PNFP,83.25,82.25,77.75,75.45,73.05,46.17,91.82,92.86,True,True,True,True,True,True,True,True,True
4553,PNNT,7.14,6.79,6.68,6.64,6.54,4.76,7.21,106.35,True,True,True,True,True,True,True,True,True
4554,PNR,80.48,80.01,71.07,70.31,68.38,52.42,85.44,106.35,True,True,True,True,True,True,True,True,True
4557,PNTG,21.07,18.87,15.08,14.21,13.46,10.58,21.07,92.06,True,True,True,True,True,True,True,True,True
4567,POST,104.19,103.95,93.24,91.77,90.2,79.62,106.87,77.78,True,True,True,True,True,True,True,True,True
4570,POWW,2.68,2.52,2.32,2.27,2.22,1.61,3.02,76.98,True,True,True,True,True,True,True,True,True
4574,PPC,35.83,33.02,28.28,27.4,26.11,20.38,36.0,108.73,True,True,True,True,True,True,True,True,True
4580,PPTA,6.18,4.27,3.63,3.59,3.43,2.73,6.5,72.22,True,True,True,True,True,True,True,True,True
4582,PR,17.04,16.42,14.53,14.03,13.36,9.07,18.08,102.38,True,True,True,True,True,True,True,True,True
4587,PRCT,53.64,49.19,41.29,39.51,38.09,24.89,53.64,86.51,True,True,True,True,True,True,True,True,True
4597,PRIM,45.09,41.57,35.15,34.58,33.18,23.77,46.76,92.86,True,True,True,True,True,True,True,True,True
4598,PRK,136.07,129.6,119.81,116.17,113.82,92.83,137.26,84.13,True,True,True,True,True,True,True,True,True
4605,PRMW,18.79,17.07,15.29,15.08,14.58,12.43,18.79,79.37,True,True,True,True,True,True,True,True,True
4625,PRU,111.78,111.27,102.63,100.65,98.15,78.04,117.4,103.17,True,True,True,True,True,True,True,True,True
4632,PSFE,14.86,14.47,12.81,12.68,12.21,9.32,16.75,76.98,True,True,True,True,True,True,True,True,True
4639,PSO,12.65,12.6,12.0,11.69,11.48,9.36,13.16,91.27,True,True,True,True,True,True,True,True,True
4641,PSTG,51.84,50.17,40.93,40.07,38.56,22.22,57.16,92.86,True,True,True,True,True,True,True,True,True
4645,PSX,157.27,154.54,134.51,128.89,122.44,90.81,172.71,110.32,True,True,True,True,True,True,True,True,True
4659,PTVE,14.77,14.16,12.33,11.31,10.64,6.87,15.26,94.44,True,True,True,True,True,True,True,True,True
4660,PTWO,13.5,12.28,11.26,11.06,10.85,10.15,13.78,90.48,True,True,True,True,True,True,True,True,True
4662,PUBM,22.98,21.13,16.68,16.42,15.99,11.16,23.75,82.54,True,True,True,True,True,True,True,True,True
4671,PWFL,4.09,3.83,2.93,2.81,2.68,1.74,5.34,84.92,True,True,True,True,True,True,True,True,True
4674,PWP,15.92,14.02,12.03,11.6,10.95,7.15,15.92,100.0,True,True,True,True,True,True,True,True,True
4675,PWR,250.54,243.18,207.69,206.53,200.41,159.62,263.2,92.06,True,True,True,True,True,True,True,True,True
4679,PXD,273.51,251.75,238.19,235.92,229.64,198.66,275.32,98.41,True,True,True,True,True,True,True,True,True
4691,PZG,0.45,0.39,0.36,0.35,0.33,0.28,0.47,78.57,True,True,True,True,True,True,True,True,True
4695,QCRH,58.35,57.08,54.41,53.36,51.95,36.49,62.37,84.92,True,True,True,True,True,True,True,True,True
4709,QNST,17.22,16.15,12.99,12.08,11.28,6.92,17.66,73.81,True,True,True,True,True,True,True,True,True
4712,QRHC,8.87,7.81,7.37,7.34,7.08,5.3,9.42,76.98,True,True,True,True,True,True,True,True,True
4724,QTWO,53.31,48.89,41.06,39.18,37.08,21.65,53.79,102.38,True,True,True,True,True,True,True,True,True
4731,R,119.95,114.42,109.81,106.63,103.5,77.43,121.21,92.06,True,True,True,True,True,True,True,True,True
4733,RACE,419.43,417.04,362.58,350.18,339.88,275.41,439.59,96.03,True,True,True,True,True,True,True,True,True
4743,RBB,18.24,17.41,16.21,15.62,15.14,9.07,19.98,76.98,True,True,True,True,True,True,True,True,True
4762,RCL,135.75,128.46,114.24,110.98,107.67,59.56,140.56,105.56,True,True,True,True,True,True,True,True,True
4775,RDN,30.34,30.26,28.05,27.72,27.16,23.29,33.47,94.44,True,True,True,True,True,True,True,True,True
4776,RDNT,48.78,45.0,36.79,35.52,33.98,25.42,49.23,91.27,True,True,True,True,True,True,True,True,True
4784,REAX,3.78,3.24,2.25,2.12,1.94,1.13,4.35,88.89,True,True,True,True,True,True,True,True,True
4808,REVG,22.15,20.31,17.8,16.69,15.82,9.91,23.54,98.41,True,True,True,True,True,True,True,True,True
4809,REX,57.62,48.72,43.59,42.05,39.89,27.71,59.9,81.75,True,True,True,True,True,True,True,True,True
4820,RGA,190.34,182.69,166.46,160.05,155.55,135.26,194.93,92.06,True,True,True,True,True,True,True,True,True
4826,RGLS,2.28,2.13,1.59,1.56,1.45,1.13,2.88,89.68,True,True,True,True,True,True,True,True,True
4852,RITM,11.07,10.82,10.35,10.25,10.1,7.64,11.32,92.06,True,True,True,True,True,True,True,True,True
4855,RJF,126.14,122.44,111.01,109.92,107.46,83.46,129.99,102.38,True,True,True,True,True,True,True,True,True
4883,RNA,24.76,21.26,12.38,11.48,10.22,4.87,26.87,76.19,True,True,True,True,True,True,True,True,True
4919,RRC,36.55,33.18,32.25,32.06,31.4,24.27,37.35,93.65,True,True,True,True,True,True,True,True,True
4921,RRR,58.73,58.28,50.5,49.32,48.07,38.13,62.48,85.71,True,True,True,True,True,True,True,True,True
4925,RSG,192.14,186.14,167.51,162.8,158.85,137.25,192.14,109.52,True,True,True,True,True,True,True,True,True
4926,RSI,6.16,6.13,4.96,4.77,4.44,2.88,7.19,89.68,True,True,True,True,True,True,True,True,True
4930,RSVR,8.22,7.5,6.7,6.41,6.24,5.26,8.25,84.92,True,True,True,True,True,True,True,True,True
4958,RXST,53.97,52.53,39.97,37.54,35.07,17.37,57.92,100.0,True,True,True,True,True,True,True,True,True
4961,RYAAY,141.69,141.44,123.46,117.93,114.61,87.58,148.58,100.0,True,True,True,True,True,True,True,True,True
4972,SA,14.78,13.52,12.01,12.0,11.69,9.43,16.65,76.19,True,True,True,True,True,True,True,True,True
4988,SAN,5.03,4.47,4.11,4.04,3.91,3.21,5.03,101.59,True,True,True,True,True,True,True,True,True
5006,SB,4.95,4.75,4.01,3.81,3.66,2.99,5.13,84.13,True,True,True,True,True,True,True,True,True
5017,SBLK,23.88,23.59,21.28,20.38,19.84,16.91,24.89,74.6,True,True,True,True,True,True,True,True,True
5033,SCCO,111.31,97.38,83.86,82.92,79.13,65.03,116.95,84.13,True,True,True,True,True,True,True,True,True
5036,SCHW,74.88,68.82,62.54,62.32,60.69,47.37,74.88,82.54,True,True,True,True,True,True,True,True,True
5048,SCSC,42.84,42.22,37.21,35.41,34.26,26.2,44.28,76.19,True,True,True,True,True,True,True,True,True
5049,SCVL,34.78,32.77,27.85,26.84,25.76,19.57,37.0,76.98,True,True,True,True,True,True,True,True,True
5052,SCX,16.01,14.02,12.11,11.88,11.35,9.01,16.03,81.75,True,True,True,True,True,True,True,True,True
5083,SERA,10.08,9.34,5.66,4.85,4.25,1.55,11.25,86.51,True,True,True,True,True,True,True,True,True
5088,SF,77.82,75.77,68.32,67.13,65.5,55.44,78.17,105.56,True,True,True,True,True,True,True,True,True
5090,SFBS,65.14,62.9,58.6,57.51,55.69,40.3,69.71,77.78,True,True,True,True,True,True,True,True,True
5093,SFM,64.67,61.39,50.73,47.79,45.09,32.63,65.43,123.81,True,True,True,True,True,True,True,True,True
5100,SGC,17.0,15.49,12.6,11.64,10.93,7.4,17.25,92.06,True,True,True,True,True,True,True,True,True
5125,SHIP,9.45,8.47,7.19,6.72,6.32,4.05,9.55,85.71,True,True,True,True,True,True,True,True,True
5142,SIG,100.99,99.96,90.68,86.79,83.34,57.55,107.7,89.68,True,True,True,True,True,True,True,True,True
5143,SIGA,8.78,7.13,5.88,5.64,5.3,4.32,9.91,92.06,True,True,True,True,True,True,True,True,True
5146,SII,40.09,37.75,34.02,33.78,33.11,28.43,42.02,88.89,True,True,True,True,True,True,True,True,True
5150,SILV,7.72,6.28,5.81,5.64,5.52,4.3,7.9,76.98,True,True,True,True,True,True,True,True,True
5173,SKWD,37.1,35.9,32.5,30.47,29.35,21.04,38.25,84.92,True,True,True,True,True,True,True,True,True
5176,SKYE,13.99,12.19,5.89,5.56,4.76,1.44,18.0,88.1,True,True,True,True,True,True,True,True,True
5179,SKYW,72.83,65.99,53.31,50.5,47.65,23.56,72.83,93.65,True,True,True,True,True,True,True,True,True
5190,SLG,51.84,49.95,42.81,41.13,38.87,20.6,55.13,96.83,True,True,True,True,True,True,True,True,True
5194,SLM,21.8,20.78,17.66,17.05,16.59,12.81,21.8,84.92,True,True,True,True,True,True,True,True,True
5195,SLMBP,75.94,73.98,69.35,66.88,64.96,54.26,76.28,99.21,True,True,True,True,True,True,True,True,True
5210,SLVM,60.78,58.79,50.73,48.82,47.1,37.85,62.86,81.75,True,True,True,True,True,True,True,True,True
5211,SM,49.45,46.38,40.89,40.24,38.27,25.29,52.76,106.35,True,True,True,True,True,True,True,True,True
5216,SMFG,11.4,11.36,10.34,10.04,9.75,7.84,12.33,106.35,True,True,True,True,True,True,True,True,True
5218,SMG,68.91,67.02,59.12,58.97,58.03,43.74,76.06,76.19,True,True,True,True,True,True,True,True,True
5219,SMHI,12.81,12.51,12.39,12.29,12.05,7.6,15.19,78.57,True,True,True,True,True,True,True,True,True
5221,SMLP,27.59,22.91,19.45,18.22,17.08,13.05,28.6,81.75,True,True,True,True,True,True,True,True,True
5223,SMMF,27.64,26.28,25.63,25.05,24.57,17.6,31.28,87.3,True,True,True,True,True,True,True,True,True
5245,SNDA,30.99,22.44,13.72,12.6,10.72,6.3,32.3,96.03,True,True,True,True,True,True,True,True,True
5264,SNX,115.68,107.89,102.55,101.68,99.75,86.92,118.23,96.03,True,True,True,True,True,True,True,True,True
5290,SOPH,4.93,4.89,4.24,3.99,3.91,2.3,5.62,89.68,True,True,True,True,True,True,True,True,True
5313,SPNT,12.25,12.23,11.28,10.98,10.67,8.58,12.89,96.03,True,True,True,True,True,True,True,True,True
5315,SPOT,312.39,268.4,211.4,196.34,183.69,131.57,312.39,115.08,True,True,True,True,True,True,True,True,True
5328,SPXC,118.33,116.49,98.94,94.33,90.77,61.68,124.29,103.97,True,True,True,True,True,True,True,True,True
5335,SQSP,36.1,34.17,31.32,31.24,30.7,26.22,37.79,89.68,True,True,True,True,True,True,True,True,True
5345,SRG,9.48,9.4,8.87,8.77,8.7,7.12,9.86,85.71,True,True,True,True,True,True,True,True,True
5358,SSIC,10.9,9.74,9.24,9.2,9.01,7.65,11.07,83.33,True,True,True,True,True,True,True,True,True
5378,STC,63.56,61.73,54.34,52.18,50.29,39.01,65.06,98.41,True,True,True,True,True,True,True,True,True
5383,STEP,36.74,34.91,31.54,30.91,29.83,21.1,37.0,96.83,True,True,True,True,True,True,True,True,True
5384,STER,15.33,15.08,13.63,13.48,13.14,10.81,16.44,76.98,True,True,True,True,True,True,True,True,True
5400,STNG,70.58,69.71,62.41,58.9,56.41,41.01,73.24,78.57,True,True,True,True,True,True,True,True,True
5411,STRW,8.7,8.02,7.53,7.37,7.26,5.93,8.7,91.27,True,True,True,True,True,True,True,True,True
5414,STTK,9.71,9.17,6.02,5.1,4.51,1.37,10.13,77.78,True,True,True,True,True,True,True,True,True
5420,SU,39.02,35.91,33.81,33.32,32.49,28.0,39.31,97.62,True,True,True,True,True,True,True,True,True
5427,SUPV,6.24,5.1,3.73,3.54,3.27,1.79,6.24,87.3,True,True,True,True,True,True,True,True,True
5442,SWBI,17.25,15.96,14.34,13.86,13.43,10.51,18.04,81.75,True,True,True,True,True,True,True,True,True
5450,SWN,7.38,7.14,6.78,6.7,6.52,4.61,7.63,79.37,True,True,True,True,True,True,True,True,True
5465,SYF,42.45,41.26,36.04,35.43,34.67,26.76,43.48,92.06,True,True,True,True,True,True,True,True,True
5472,SYRE,34.88,33.99,22.35,20.17,17.46,2.65,45.37,92.06,True,True,True,True,True,True,True,True,True
5483,TALK,3.25,3.14,2.46,2.23,2.03,0.78,3.78,93.65,True,True,True,True,True,True,True,True,True
5489,TARO,42.25,42.12,39.68,39.13,38.83,24.62,43.33,71.43,True,True,True,True,True,True,True,True,True
5492,TAST,9.52,9.48,8.08,7.61,7.19,3.68,9.52,96.03,True,True,True,True,True,True,True,True,True
5494,TAYD,50.53,43.38,30.63,28.58,26.03,18.55,60.8,84.92,True,True,True,True,True,True,True,True,True
5514,TCBS,14.25,14.13,13.48,13.22,12.98,9.79,15.24,85.71,True,True,True,True,True,True,True,True,True
5521,TCOM,50.32,45.3,38.51,38.44,37.2,31.21,50.32,96.03,True,True,True,True,True,True,True,True,True
5525,TCRX,7.32,7.05,5.47,4.67,4.22,1.64,8.3,81.75,True,True,True,True,True,True,True,True,True
5533,TDG,1239.88,1193.94,1034.38,996.15,961.08,742.92,1239.88,110.32,True,True,True,True,True,True,True,True,True
5537,TDW,92.07,84.88,72.35,69.97,65.63,39.6,99.13,100.79,True,True,True,True,True,True,True,True,True
5554,TEO,7.87,7.52,6.87,6.59,6.44,4.6,8.64,86.51,True,True,True,True,True,True,True,True,True
5560,TFC,38.69,36.67,34.01,33.29,32.69,26.21,38.98,86.51,True,True,True,True,True,True,True,True,True
5571,TGAN,4.89,4.87,3.77,3.54,3.42,1.98,4.93,78.57,True,True,True,True,True,True,True,True,True
5572,TGB,2.43,1.96,1.51,1.48,1.39,1.07,2.53,73.81,True,True,True,True,True,True,True,True,True
5575,TGLS,56.24,49.75,42.2,42.0,41.37,30.13,59.0,88.89,True,True,True,True,True,True,True,True,True
5577,TGS,16.99,14.57,13.41,13.16,12.85,9.82,18.55,84.92,True,True,True,True,True,True,True,True,True
5578,TGT,166.93,163.83,139.19,136.63,132.99,105.01,177.82,71.43,True,True,True,True,True,True,True,True,True
5582,THC,98.06,97.4,78.51,77.77,75.73,52.66,105.11,93.65,True,True,True,True,True,True,True,True,True
5587,THM,0.64,0.63,0.52,0.49,0.47,0.33,0.8,82.54,True,True,True,True,True,True,True,True,True
5592,THRD,11.56,10.09,8.89,8.21,7.66,4.28,11.98,81.75,True,True,True,True,True,True,True,True,True
5598,TIGO,20.26,18.66,17.31,16.99,16.61,14.64,20.65,78.57,True,True,True,True,True,True,True,True,True
5601,TILE,15.81,15.37,12.32,11.68,10.96,6.62,17.88,96.03,True,True,True,True,True,True,True,True,True
5611,TKC,5.84,5.32,5.03,4.98,4.81,3.56,5.84,88.1,True,True,True,True,True,True,True,True,True
5618,TLIS,9.2,8.56,7.4,7.3,7.16,4.36,9.25,77.78,True,True,True,True,True,True,True,True,True
5632,TME,11.97,10.81,8.92,8.36,8.0,6.02,11.97,82.54,True,True,True,True,True,True,True,True,True
5639,TNC,117.55,113.44,94.32,90.92,87.24,64.99,122.92,89.68,True,True,True,True,True,True,True,True,True
5641,TNET,130.04,127.27,119.01,115.4,112.27,82.0,133.56,84.13,True,True,True,True,True,True,True,True,True
5643,TNK,56.79,56.54,52.16,49.38,47.45,35.52,62.55,73.81,True,True,True,True,True,True,True,True,True
5646,TNP,24.79,24.78,22.88,22.14,21.4,16.04,27.09,81.75,True,True,True,True,True,True,True,True,True
5650,TOL,118.27,117.46,97.3,92.94,88.71,61.36,129.37,97.62,True,True,True,True,True,True,True,True,True
5659,TOWN,27.95,27.05,26.62,26.04,25.78,21.47,30.85,72.22,True,True,True,True,True,True,True,True,True
5661,TPC,13.83,12.43,9.59,9.29,8.57,5.14,15.84,93.65,True,True,True,True,True,True,True,True,True
5666,TPH,36.29,35.63,32.21,31.95,31.54,24.44,38.66,89.68,True,True,True,True,True,True,True,True,True
5677,TRAK,15.98,15.03,11.81,11.18,10.54,6.27,17.65,99.21,True,True,True,True,True,True,True,True,True
5683,TRGP,114.45,106.24,92.49,90.09,86.21,68.05,116.0,96.03,True,True,True,True,True,True,True,True,True
5698,TRNS,111.84,108.56,101.78,100.3,98.27,75.38,114.48,92.86,True,True,True,True,True,True,True,True,True
5702,TROX,17.46,15.94,13.76,13.69,13.27,10.19,17.71,84.92,True,True,True,True,True,True,True,True,True
5719,TS,37.48,37.35,34.47,34.02,33.03,24.76,40.28,87.3,True,True,True,True,True,True,True,True,True
5723,TSCO,258.12,250.16,223.73,222.42,219.27,187.81,266.17,82.54,True,True,True,True,True,True,True,True,True
5735,TT,295.77,289.96,247.95,236.22,225.67,163.23,304.67,106.35,True,True,True,True,True,True,True,True,True
5738,TTE,72.46,68.1,66.82,65.49,64.13,55.39,73.67,116.67,True,True,True,True,True,True,True,True,True
5740,TTEK,186.74,183.55,168.3,167.19,164.54,132.63,194.51,90.48,True,True,True,True,True,True,True,True,True
5763,TWIN,16.8,16.16,15.03,14.52,14.0,9.25,17.85,85.71,True,True,True,True,True,True,True,True,True
5776,TXRH,155.49,149.42,123.49,119.59,115.69,91.57,155.49,90.48,True,True,True,True,True,True,True,True,True
5777,TXT,95.29,91.8,83.18,80.99,78.3,61.87,96.98,100.79,True,True,True,True,True,True,True,True,True
5791,UBCP,13.73,12.8,11.87,11.84,11.66,9.9,15.33,74.6,True,True,True,True,True,True,True,True,True
5795,UBSI,34.69,34.27,33.18,32.57,32.23,25.99,38.3,73.02,True,True,True,True,True,True,True,True,True
5811,UFPT,218.12,217.85,181.33,180.28,175.66,136.5,253.27,100.0,True,True,True,True,True,True,True,True,True
5832,UMBF,84.59,81.66,75.62,73.19,71.2,54.27,86.99,79.37,True,True,True,True,True,True,True,True,True
5844,UNTY,27.33,27.22,26.6,26.21,25.9,20.64,30.7,84.13,True,True,True,True,True,True,True,True,True
5856,URG,1.67,1.63,1.61,1.51,1.44,0.83,2.01,98.41,True,True,True,True,True,True,True,True,True
5862,USAP,27.17,22.76,18.27,17.26,16.06,8.55,27.17,92.06,True,True,True,True,True,True,True,True,True
5874,USLM,307.35,282.77,239.46,232.11,222.57,158.55,307.35,96.03,True,True,True,True,True,True,True,True,True
5888,UVE,20.12,19.3,16.87,16.17,15.82,12.03,21.09,75.4,True,True,True,True,True,True,True,True,True
5916,VCTR,50.31,40.9,35.47,34.98,33.8,28.64,50.31,123.02,True,True,True,True,True,True,True,True,True
5923,VEL,16.76,16.7,14.87,14.23,13.72,8.21,18.49,84.92,True,True,True,True,True,True,True,True,True
5936,VFF,1.3,1.01,0.86,0.84,0.77,0.56,1.5,80.95,True,True,True,True,True,True,True,True,True
5948,VIA,10.86,10.85,9.4,9.14,8.97,5.42,12.7,85.71,True,True,True,True,True,True,True,True,True
5962,VIRC,10.49,10.32,9.28,8.09,7.42,3.7,12.72,111.11,True,True,True,True,True,True,True,True,True
5964,VIRT,21.24,19.28,18.64,18.59,18.31,16.19,21.28,93.65,True,True,True,True,True,True,True,True,True
5967,VIST,43.51,39.34,33.04,31.26,29.48,18.99,43.8,95.24,True,True,True,True,True,True,True,True,True
5968,VITL,25.8,21.33,15.92,14.81,13.67,10.26,25.8,106.35,True,True,True,True,True,True,True,True,True
5976,VLGEA,27.26,27.14,25.52,24.94,24.42,20.42,28.61,84.92,True,True,True,True,True,True,True,True,True
5978,VLO,165.63,158.96,139.97,137.44,131.86,104.31,183.39,94.44,True,True,True,True,True,True,True,True,True
5995,VNO,27.15,26.53,25.3,24.54,23.51,12.38,31.34,80.16,True,True,True,True,True,True,True,True,True
5996,VNOM,39.46,37.17,32.36,31.18,29.88,24.86,40.8,95.24,True,True,True,True,True,True,True,True,True
6020,VRRM,24.39,23.41,21.75,21.18,20.68,16.41,25.16,114.29,True,True,True,True,True,True,True,True,True
6023,VRT,79.25,74.55,54.91,49.42,43.87,12.23,86.34,122.22,True,True,True,True,True,True,True,True,True
6030,VSEC,77.75,75.72,64.61,62.03,59.7,41.84,82.6,86.51,True,True,True,True,True,True,True,True,True
6034,VST,68.61,61.46,44.65,40.92,36.71,22.97,75.33,122.22,True,True,True,True,True,True,True,True,True
6038,VSTO,34.62,32.01,29.55,29.47,28.96,23.54,34.62,78.57,True,True,True,True,True,True,True,True,True
