,stock_ticker,price,sma_50,sma_150,sma_200,sma_200_20_days_before,low_of_52_weeks,high_of_52_weeks,rs_rating,is_pass_condition_1,is_pass_condition_2,is_pass_condition_3,is_pass_condition_4,is_pass_condition_5,is_pass_condition_6,is_pass_condition_7,is_pass_condition_8,is_pass_all_conditions
6056,VVI,35.99,35.9,32.58,31.46,30.38,17.38,39.49,86.51,True,True,True,True,True,True,True,True,True
6069,VZLA,1.36,1.28,1.21,1.18,1.15,0.95,1.63,73.02,True,True,True,True,True,True,True,True,True
6071,WAB,148.32,142.49,125.51,122.23,118.25,92.63,150.5,101.59,True,True,True,True,True,True,True,True,True
6076,WAL,59.4,59.35,55.52,53.72,51.64,18.2,70.11,76.98,True,True,True,True,True,True,True,True,True
6092,WD,94.71,94.08,88.71,88.14,86.67,62.83,113.15,76.19,True,True,True,True,True,True,True,True,True
6094,WDC,69.37,63.99,53.71,50.65,47.65,32.09,73.9,101.59,True,True,True,True,True,True,True,True,True
6106,WES,35.97,33.91,29.97,29.28,28.45,25.18,36.03,93.65,True,True,True,True,True,True,True,True,True
6109,WEX,233.7,229.77,202.21,199.97,194.47,163.32,242.22,109.52,True,True,True,True,True,True,True,True,True
6112,WFC,61.44,56.13,48.46,47.21,45.7,36.72,61.44,93.65,True,True,True,True,True,True,True,True,True
6115,WFRD,117.65,111.89,99.27,95.58,90.43,56.44,126.41,98.41,True,True,True,True,True,True,True,True,True
6123,WHLM,5.08,4.59,4.45,4.25,4.14,3.28,5.08,85.71,True,True,True,True,True,True,True,True,True
6125,WHLRD,15.41,14.71,13.71,13.22,12.95,9.73,15.8,88.1,True,True,True,True,True,True,True,True,True
6132,WING,364.76,349.25,268.58,244.19,228.08,151.2,370.76,119.05,True,True,True,True,True,True,True,True,True
6134,WIRE,285.36,246.32,213.93,202.28,193.55,145.75,291.23,98.41,True,True,True,True,True,True,True,True,True
6148,WLFC,48.98,48.94,46.52,45.49,44.73,37.4,51.87,77.78,True,True,True,True,True,True,True,True,True
6150,WLK,150.54,146.69,135.45,134.09,130.41,103.95,162.06,79.37,True,True,True,True,True,True,True,True,True
6154,WM,209.5,207.35,183.24,177.94,174.03,151.21,213.97,89.68,True,True,True,True,True,True,True,True,True
6155,WMB,38.58,37.03,35.6,35.27,34.58,28.56,39.35,100.79,True,True,True,True,True,True,True,True,True
6171,WPM,52.12,46.1,45.71,45.11,44.42,38.82,52.69,84.92,True,True,True,True,True,True,True,True,True
6177,WRK,48.04,46.79,41.56,39.31,37.43,26.88,49.45,91.27,True,True,True,True,True,True,True,True,True
6182,WSBC,28.94,28.6,27.78,27.44,27.22,21.2,32.01,70.63,True,True,True,True,True,True,True,True,True
6183,WSBCP,24.35,23.96,23.66,23.48,23.37,17.86,24.77,82.54,True,True,True,True,True,True,True,True,True
6186,WSFS,44.56,42.91,41.24,41.11,40.58,29.94,47.34,77.78,True,True,True,True,True,True,True,True,True
6187,WSM,285.95,269.75,209.57,191.35,174.9,111.16,317.53,85.71,True,True,True,True,True,True,True,True,True
6191,WT,8.98,8.51,7.35,7.26,7.06,6.11,9.64,76.19,True,True,True,True,True,True,True,True,True
6193,WTFC,100.08,98.14,89.69,87.2,84.51,60.72,104.67,85.71,True,True,True,True,True,True,True,True,True
6201,WTS,208.81,203.87,195.22,192.6,190.05,156.57,218.0,84.92,True,True,True,True,True,True,True,True,True
6210,WWD,151.79,146.69,136.81,133.94,130.53,91.78,158.24,90.48,True,True,True,True,True,True,True,True,True
6220,XBIT,8.15,7.32,5.25,5.21,4.94,3.06,9.89,80.16,True,True,True,True,True,True,True,True,True
6240,XOMA,26.0,24.56,19.81,18.78,18.08,13.82,26.35,80.95,True,True,True,True,True,True,True,True,True
6258,XTLB,2.57,1.8,1.23,1.15,0.99,0.76,3.33,80.95,True,True,True,True,True,True,True,True,True
6263,XYL,130.76,127.15,111.07,109.47,107.86,87.76,130.76,97.62,True,True,True,True,True,True,True,True,True
6275,YMAB,15.9,15.74,9.91,8.9,8.17,4.86,18.69,77.78,True,True,True,True,True,True,True,True,True
6276,YMM,8.04,7.1,6.96,6.95,6.85,5.57,8.09,75.4,True,True,True,True,True,True,True,True,True
6281,YPF,20.98,18.99,15.94,15.54,14.95,9.93,21.75,80.95,True,True,True,True,True,True,True,True,True
6283,YRD,5.07,5.02,3.74,3.42,3.19,2.02,5.7,86.51,True,True,True,True,True,True,True,True,True
6302,ZENV,2.21,2.15,1.49,1.34,1.19,0.67,2.85,92.86,True,True,True,True,True,True,True,True,True
6305,ZETA,12.0,10.87,9.38,9.11,8.83,7.28,12.23,84.13,True,True,True,True,True,True,True,True,True
6306,ZEUS,68.54,68.16,61.24,58.85,56.71,41.65,72.12,99.21,True,True,True,True,True,True,True,True,True
6315,ZION,41.69,40.76,38.69,37.89,36.61,19.93,45.67,88.1,True,True,True,True,True,True,True,True,True
6316,ZIONL,25.53,25.49,25.37,25.26,25.13,19.25,25.96,91.27,True,True,True,True,True,True,True,True,True
6341,ZWS,32.53,31.9,29.72,29.51,28.93,20.44,33.47,81.75,True,True,True,True,True,True,True,True,True
