,stock_ticker,price,sma_50,sma_150,sma_200,sma_200_20_days_before,sma_200_is_up_for_months,low_of_52_weeks,high_of_52_weeks,rs_rating,is_pass_condition_1,is_pass_condition_2,is_pass_condition_3,is_pass_condition_4,is_pass_condition_5,is_pass_condition_6,is_pass_condition_7,is_pass_condition_8,is_pass_all_conditions
0,A,139.3,141.03,128.29,126.58,124.43,True,101.17,149.31,87.9,True,True,True,True,False,True,True,True,False
1,AA,36.08,31.36,29.0,29.71,29.58,True,23.41,37.27,75.81,True,False,True,False,True,True,True,True,False
